Tanggal,Kode_wilayah,Wilayah,Stasiun,Temperatur_rata-rata,Kelembapan_rata-rata,Curah_hujan, Lamanya_penyinaran_matahari ,Kecepatan_angin_rata-rata,Kategori_Curah_Hujan,Klasifikasi
1/22/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.8,84,0.4,3.8,3,Hujan Sedang,Normal
1/23/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.8,88,7.3,7.5,2,Hujan Sedang,Normal
1/24/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.2,86,19.2,0.7,2,Hujan Sedang,Normal
1/25/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,86,14.3,3.2,3,Hujan Sedang,Normal
1/26/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27,86,9.1,7.5,3,Hujan Sedang,Normal
1/27/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.5,87,30.4,2.9,3,Hujan Sedang,La Niña
1/28/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.5,90,34,4.2,3,Hujan Sedang,La Niña
1/29/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,93,45.7,0,2,Hujan Sedang,La Niña
1/30/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,24.9,94,38.5,0,2,Hujan Sedang,La Niña
1/31/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.6,88,42.9,0,2,Hujan Sedang,La Niña
2/1/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.9,87,0,0.8,2,Tidak Hujan,Normal
2/2/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.1,86,200,8,2,Hujan Ekstrem,La Niña
2/3/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,25.6,88,61,0,2,Hujan Ekstrem,La Niña
2/4/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,83,24,0,2,Hujan Sedang,Normal
2/5/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27,82,3,1.6,2,Hujan Sedang,Normal
2/6/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.2,82,0,4.5,3,Tidak Hujan,Normal
2/7/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,79,22,6.1,3,Hujan Sedang,Normal
2/8/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.6,81,0.8,8.4,2,Hujan Sedang,Normal
2/9/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.6,87,17.2,3.2,2,Hujan Sedang,Normal
2/10/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,87,1.2,4,2,Hujan Sedang,Normal
2/11/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.1,79,19.2,1.4,2,Hujan Sedang,Normal
2/12/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.9,85,21.8,6.3,2,Hujan Sedang,Normal
2/13/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,25.3,94,200,2.7,6,Hujan Ekstrem,La Niña
2/14/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.1,83,183,0,6,Hujan Ekstrem,La Niña
2/15/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,25.8,91,39.9,0.5,3,Hujan Sedang,La Niña
2/16/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,25.1,94,44.4,0.4,2,Hujan Sedang,La Niña
2/17/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,89,90,0,3,Hujan Ekstrem,La Niña
2/18/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,92,37.7,1.9,1,Hujan Sedang,La Niña
2/19/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.8,85,7.7,0.8,2,Hujan Sedang,Normal
2/20/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.3,87,63.4,3.8,4,Hujan Ekstrem,La Niña
2/21/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,87,4.7,7.2,2,Hujan Sedang,Normal
2/22/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27,88,25.7,0,3,Hujan Sedang,Normal
2/23/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.1,83,15.8,4.1,2,Hujan Sedang,Normal
2/24/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.6,86,1,2.3,2,Hujan Sedang,Normal
2/25/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,86,1,8.8,4,Hujan Sedang,Normal
2/26/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.5,90,2.4,5.5,3,Hujan Sedang,Normal
2/27/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.3,84,13.9,0,1,Hujan Sedang,Normal
2/28/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.8,82,0,6.6,2,Tidak Hujan,Normal
3/1/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,91,28.1,7.5,4,Hujan Sedang,Normal
3/2/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.1,84,51.8,0,2,Hujan Ekstrem,La Niña
3/3/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.3,83,28.9,4.9,1,Hujan Sedang,Normal
3/4/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.1,85,0,4.8,2,Tidak Hujan,Normal
3/5/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.5,81,0,4.8,4,Tidak Hujan,Normal
3/6/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,88,36.3,6.8,2,Hujan Sedang,La Niña
3/7/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.5,85,2.5,0,2,Hujan Sedang,Normal
3/8/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,82,6.3,2.6,2,Hujan Sedang,Normal
3/9/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,79,0,8.9,2,Tidak Hujan,Normal
3/10/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,78,0,8.9,2,Tidak Hujan,Normal
3/11/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.4,80,0,9.8,2,Tidak Hujan,Normal
3/12/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.4,76,0,9.9,2,Tidak Hujan,Normal
3/13/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,77,0,9.8,2,Tidak Hujan,Normal
3/14/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.9,86,2.9,5.8,2,Hujan Sedang,Normal
3/15/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.6,84,0,1.9,2,Tidak Hujan,Normal
3/16/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.1,80,4.1,6.6,2,Hujan Sedang,Normal
3/17/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,82,0,10,2,Tidak Hujan,Normal
3/18/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,76,0,9.3,3,Tidak Hujan,Normal
3/19/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,76,0.6,3.5,2,Hujan Sedang,Normal
3/20/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.3,83,0,8.4,2,Tidak Hujan,Normal
3/21/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,80,0,4.2,2,Tidak Hujan,Normal
3/22/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,79,0,1.2,2,Tidak Hujan,Normal
3/23/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,78,0,6.5,2,Tidak Hujan,Normal
3/24/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.5,81,0,8.5,2,Tidak Hujan,Normal
3/25/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.2,82,0.2,7,2,Hujan Sedang,Normal
3/26/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.7,84,0,5.2,2,Tidak Hujan,Normal
3/27/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,80,12.4,3.1,2,Hujan Sedang,Normal
3/28/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.1,87,5.9,7.2,2,Hujan Sedang,Normal
3/29/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.1,85,8.9,0.3,1,Hujan Sedang,Normal
3/30/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.5,82,0.8,1.2,2,Hujan Sedang,Normal
3/31/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.3,83,0.6,7.2,2,Hujan Sedang,Normal
4/1/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,25.8,90,12.4,6.5,2,Hujan Sedang,Normal
4/2/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,84,6.7,1.6,2,Hujan Sedang,Normal
4/3/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.8,83,34,4.5,1,Hujan Sedang,La Niña
4/4/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,84,1,4.3,3,Hujan Sedang,Normal
4/5/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.2,80,3.5,1.5,2,Hujan Sedang,Normal
4/6/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.1,77,0,1,2,Tidak Hujan,Normal
4/7/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,86,0,8.8,2,Tidak Hujan,Normal
4/8/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,76,41.4,2.5,2,Hujan Sedang,La Niña
4/9/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,89,29.7,1.3,2,Hujan Sedang,La Niña
4/10/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,90,26.1,0.7,3,Hujan Sedang,Normal
4/11/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.7,95,51,0,2,Hujan Ekstrem,La Niña
4/12/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,92,33.7,0,2,Hujan Sedang,La Niña
4/13/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.5,86,3,7.6,2,Hujan Sedang,Normal
4/14/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.4,85,0,8.8,2,Tidak Hujan,Normal
4/15/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29,81,0,8.8,2,Tidak Hujan,Normal
4/16/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.3,84,0,0,2,Tidak Hujan,Normal
4/17/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,90,0,0,2,Tidak Hujan,Normal
4/18/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29,83,0,6.8,2,Tidak Hujan,Normal
4/19/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,85,0,6.8,2,Tidak Hujan,Normal
4/20/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,76,0,6.1,2,Tidak Hujan,Normal
4/21/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.4,81,0,10,2,Tidak Hujan,Normal
4/22/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,76,0,8.1,2,Tidak Hujan,Normal
4/23/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.3,81,0,10.1,2,Tidak Hujan,Normal
4/24/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.3,78,0,10.1,2,Tidak Hujan,Normal
4/25/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29,75,0,10.2,2,Tidak Hujan,Normal
4/26/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,80,0,8.6,2,Tidak Hujan,Normal
4/27/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,83,1,8.1,2,Hujan Sedang,Normal
4/28/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.8,76,0.5,5.1,2,Hujan Sedang,Normal
4/29/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,83,0,5.9,2,Tidak Hujan,Normal
4/30/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.3,77,1,3,2,Hujan Sedang,Normal
5/1/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.2,76,0,8,2,Tidak Hujan,Normal
5/2/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.4,78,0,9.1,2,Tidak Hujan,Normal
5/3/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.4,74,0,7.9,2,Tidak Hujan,Normal
5/4/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.8,86,0.9,9,1,Hujan Sedang,Normal
5/5/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.2,77,2.5,0.1,2,Hujan Sedang,Normal
5/6/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.4,76,0,6,2,Tidak Hujan,Normal
5/7/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.7,74,19.5,10.3,2,Hujan Sedang,Normal
5/8/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.1,86,0,9.3,2,Tidak Hujan,Normal
5/9/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,81,34.6,1.9,1,Hujan Sedang,La Niña
5/10/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,86,0.5,2.5,2,Hujan Sedang,Normal
5/11/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,82,10.3,6.1,2,Hujan Sedang,Normal
5/12/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.6,73,0,6.6,2,Tidak Hujan,Normal
5/13/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.9,72,0,10.3,2,Tidak Hujan,Normal
5/14/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.3,74,0,9.5,3,Tidak Hujan,Normal
5/15/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.3,74,0,6.7,2,Tidak Hujan,Normal
5/16/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,79,0,5.4,2,Tidak Hujan,Normal
5/17/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.1,77,0,5,2,Tidak Hujan,Normal
5/18/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,76,0,6.4,2,Tidak Hujan,Normal
5/19/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29,78,0,10.1,2,Tidak Hujan,Normal
5/20/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,73,0,10.2,2,Tidak Hujan,Normal
5/21/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29,71,0,7.8,2,Tidak Hujan,Normal
5/22/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.3,78,0,10.2,2,Tidak Hujan,Normal
5/23/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,74,0,7.2,1,Tidak Hujan,Normal
5/24/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,74,0,1.1,2,Tidak Hujan,Normal
5/25/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.4,76,0,8.3,2,Tidak Hujan,Normal
5/26/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.3,76,0,6.7,2,Tidak Hujan,Normal
5/27/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.1,72,0,10.4,2,Tidak Hujan,Normal
5/28/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.1,73,0,8.9,2,Tidak Hujan,Normal
5/29/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,66,0,9.5,2,Tidak Hujan,Normal
5/30/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,69,0,9.2,2,Tidak Hujan,Normal
5/31/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.6,73,0,10.7,1,Tidak Hujan,Normal
6/1/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.7,75,0.1,5.5,2,Hujan Sedang,Normal
6/2/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.9,81,0,7.4,2,Tidak Hujan,Normal
6/3/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.8,72,15.4,6.5,2,Hujan Sedang,Normal
6/4/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,78,0,5.2,2,Tidak Hujan,Normal
6/5/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.9,79,0,1.8,2,Tidak Hujan,Normal
6/6/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.1,74,0,8,2,Tidak Hujan,Normal
6/7/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.3,72,0,10.6,2,Tidak Hujan,Normal
6/8/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29,73,0,10.4,2,Tidak Hujan,Normal
6/9/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.3,78,0,10.6,2,Tidak Hujan,Normal
6/10/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.2,78,0,2.5,1,Tidak Hujan,Normal
6/11/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,76,7.3,1.1,1,Hujan Sedang,Normal
6/12/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,74,0,0,2,Tidak Hujan,Normal
6/13/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.4,75,0,8.6,2,Tidak Hujan,Normal
6/14/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.1,74,0,5.5,2,Tidak Hujan,Normal
6/15/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.8,72,0,4.9,2,Tidak Hujan,Normal
6/16/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.7,72,0,9.5,2,Tidak Hujan,Normal
6/17/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.9,73,0,10.2,2,Tidak Hujan,Normal
6/18/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.3,77,0,6.7,2,Tidak Hujan,Normal
6/19/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.2,76,0,3.1,2,Tidak Hujan,Normal
6/20/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.1,80,0,5.7,2,Tidak Hujan,Normal
6/21/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.2,67,0,4.7,2,Tidak Hujan,Normal
6/22/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,74,0,8.7,2,Tidak Hujan,Normal
6/23/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,74,0,10.1,1,Tidak Hujan,Normal
6/24/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.5,76,0,4.5,2,Tidak Hujan,Normal
6/25/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,76,0,6,2,Tidak Hujan,Normal
6/26/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.7,83,0,1.8,2,Tidak Hujan,Normal
6/27/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.3,82,11.6,8.1,2,Hujan Sedang,Normal
6/28/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.1,84,5.8,6.2,1,Hujan Sedang,Normal
6/29/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,80,0,0,2,Tidak Hujan,Normal
6/30/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,79,0,8.6,2,Tidak Hujan,Normal
7/1/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.2,78,0,10.2,2,Tidak Hujan,Normal
7/2/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.1,81,0,7,2,Tidak Hujan,Normal
7/3/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.6,84,0,8.1,2,Tidak Hujan,Normal
7/4/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.8,82,17.6,4.1,1,Hujan Sedang,Normal
7/5/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,77,0,0,2,Tidak Hujan,Normal
7/6/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.1,78,0,9.5,2,Tidak Hujan,Normal
7/7/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.1,78,1.3,10.1,1,Hujan Sedang,Normal
7/8/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29.5,71,0,5.6,2,Tidak Hujan,Normal
7/9/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.5,77,1,4.5,2,Hujan Sedang,Normal
7/10/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.8,74,0,8.5,2,Tidak Hujan,Normal
7/11/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.8,71,0,8,2,Tidak Hujan,Normal
7/12/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.2,76,0,8.1,2,Tidak Hujan,Normal
7/13/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.1,89,11.1,5.9,1,Hujan Sedang,Normal
7/14/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.7,80,0,0.1,2,Tidak Hujan,Normal
7/15/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.8,78,0,0,2,Tidak Hujan,Normal
7/16/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.1,78,0,9.5,2,Tidak Hujan,Normal
7/17/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.2,69,35.7,4.4,2,Hujan Sedang,La Niña
7/18/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.4,73,0,9.5,2,Tidak Hujan,Normal
7/19/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,75,0,4.5,2,Tidak Hujan,Normal
7/20/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.6,71,0,10.1,2,Tidak Hujan,Normal
7/21/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.9,74,0,8.8,2,Tidak Hujan,Normal
7/22/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.8,71,0,10.2,2,Tidak Hujan,Normal
7/23/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,73,0,9.9,2,Tidak Hujan,Normal
7/24/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,70,0,10.1,2,Tidak Hujan,Normal
7/25/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.5,72,0,8.8,2,Tidak Hujan,Normal
7/26/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,71,0,9.4,2,Tidak Hujan,Normal
7/27/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,70,0,10,2,Tidak Hujan,Normal
7/28/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,70,0,9.8,2,Tidak Hujan,Normal
7/29/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.8,68,0,10.1,2,Tidak Hujan,Normal
7/30/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.8,74,0,10.2,2,Tidak Hujan,Normal
7/31/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,72,0,10.1,2,Tidak Hujan,Normal
8/1/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.1,75,0,10.2,2,Tidak Hujan,Normal
8/2/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.5,72,0,10.3,2,Tidak Hujan,Normal
8/3/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,78,0,9.3,2,Tidak Hujan,Normal
8/4/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,85,0,9.3,2,Tidak Hujan,Normal
8/5/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.4,76,0,9.2,2,Tidak Hujan,Normal
8/6/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,72,0,9.2,2,Tidak Hujan,Normal
8/7/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,72,0,10.3,2,Tidak Hujan,Normal
8/8/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.6,68,0,10.1,2,Tidak Hujan,Normal
8/9/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,66,0,10.5,2,Tidak Hujan,Normal
8/10/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.6,69,0,10.3,2,Tidak Hujan,Normal
8/11/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.6,68,0,10.3,2,Tidak Hujan,Normal
8/12/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.4,64,0,10.1,2,Tidak Hujan,Normal
8/13/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,26.9,70,0,10.1,2,Tidak Hujan,Normal
8/14/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.2,68,0,10.1,2,Tidak Hujan,Normal
8/15/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,65,0,9.2,2,Tidak Hujan,Normal
8/16/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.7,71,0,9.7,2,Tidak Hujan,Normal
8/17/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.5,69,0,10.1,2,Tidak Hujan,Normal
8/18/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,70,0,7.6,2,Tidak Hujan,Normal
8/19/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.6,64,0,10.1,2,Tidak Hujan,Normal
8/20/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.8,68,0,7.4,3,Tidak Hujan,Normal
8/21/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.3,62,0,10.3,2,Tidak Hujan,Normal
8/22/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.9,64,0,10.2,2,Tidak Hujan,Normal
8/23/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.7,76,0,6.1,2,Tidak Hujan,Normal
8/24/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,29,76,0,9.7,2,Tidak Hujan,Normal
8/25/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.3,70,0,9.3,2,Tidak Hujan,Normal
8/26/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28.2,65,0,10.3,2,Tidak Hujan,Normal
8/27/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,27.6,71,0,10,2,Tidak Hujan,Normal
8/28/2023,73.71,Makassar,Stasiun Meteorologi Maritim Paotere,28,64,0,10.1,2,Tidak Hujan,Normal
